#Voyager-2 (52 day average)
#130.544 - 151.511 MeV/n Helium flux derived from IIP
#151.511 - 185.250 MeV/n Helium flux derived from IIP
#185.250 - 244.873 MeV/n Helium flux derived from IIP
#244.873 - 276.472 MeV/n Helium flux derived from IIP
#276.472 - 373.755 MeV/n Helium flux derived from IIP
#373.755 - 458.807 MeV/n Helium flux derived from IIP
2019.813699 1.884e+00  6.640e-02    805 1.613e+00  4.843e-02   1109 1.276e+00  3.241e-02   1551 9.923e-01  3.925e-02    639 8.620e-01  2.085e-02   1709 6.785e-01  1.978e-02   1176
2019.956164 1.882e+00  6.394e-02    866 1.745e+00  4.854e-02   1292 1.252e+00  3.093e-02   1639 9.242e-01  3.650e-02    641 8.551e-01  2.001e-02   1826 6.599e-01  1.880e-02   1232
2020.098361 1.896e+00  4.140e-02   2098 1.630e+00  3.026e-02   2902 1.335e+00  2.059e-02   4199 1.010e+00  2.461e-02   1684 8.557e-01  1.291e-02   4393 6.853e-01  1.236e-02   3076
2020.240437 1.798e+00  5.701e-02    995 1.614e+00  4.258e-02   1437 1.291e+00  2.864e-02   2031 1.010e+00  3.480e-02    842 8.714e-01  1.842e-02   2237 7.080e-01  1.776e-02   1589
2020.382514 1.877e+00  5.321e-02   1244 1.637e+00  3.917e-02   1746 1.347e+00  2.673e-02   2539 9.860e-01  3.142e-02    985 8.785e-01  1.690e-02   2702 7.025e-01  1.616e-02   1889
2020.524590 1.906e+00  5.999e-02   1009 1.635e+00  4.380e-02   1393 1.348e+00  2.992e-02   2029 9.386e-01  3.430e-02    749 9.089e-01  1.923e-02   2233 7.226e-01  1.834e-02   1552
2020.666667 1.847e+00  5.635e-02   1074 1.654e+00  4.204e-02   1548 1.254e+00  2.754e-02   2074 1.022e+00  3.415e-02    896 8.916e-01  1.818e-02   2406 6.939e-01  1.715e-02   1637
2020.808743 1.895e+00  6.617e-02    820 1.690e+00  4.926e-02   1177 1.294e+00  3.243e-02   1593 1.001e+00  3.918e-02    653 8.332e-01  2.037e-02   1673 6.733e-01  1.958e-02   1182
2020.950820 1.863e+00  6.597e-02    798 1.577e+00  4.784e-02   1087 1.305e+00  3.273e-02   1589 9.746e-01  3.886e-02    629 8.722e-01  2.095e-02   1733 7.132e-01  2.026e-02   1239
2021.093151 1.834e+00  6.000e-02    934 1.668e+00  4.511e-02   1367 1.290e+00  2.984e-02   1868 9.784e-01  3.570e-02    751 8.675e-01  1.916e-02   2050 6.718e-01  1.803e-02   1388
2021.235616 1.790e+00  5.342e-02   1123 1.626e+00  4.013e-02   1641 1.297e+00  2.696e-02   2313 1.012e+00  3.272e-02    957 8.541e-01  1.713e-02   2486 6.955e-01  1.653e-02   1770
2021.378082 1.810e+00  5.093e-02   1263 1.607e+00  3.783e-02   1804 1.286e+00  2.546e-02   2552 9.738e-01  3.043e-02   1024 8.677e-01  1.637e-02   2809 6.805e-01  1.551e-02   1926
2021.520548 1.916e+00  5.413e-02   1253 1.567e+00  3.859e-02   1649 1.291e+00  2.634e-02   2400 1.016e+00  3.210e-02   1001 8.816e-01  1.705e-02   2675 7.174e-01  1.644e-02   1903
2021.663014 1.716e+00  5.089e-02   1137 1.538e+00  3.798e-02   1640 1.278e+00  2.604e-02   2408 9.523e-01  3.088e-02    951 8.798e-01  1.692e-02   2705 6.834e-01  1.595e-02   1837
2021.805479 1.809e+00  5.426e-02   1112 1.553e+00  3.963e-02   1536 1.267e+00  2.692e-02   2214 9.404e-01  3.186e-02    871 8.465e-01  1.723e-02   2414 6.598e-01  1.627e-02   1645
2021.947945 1.674e+00  8.279e-02    409 1.514e+00  6.205e-02    595 1.221e+00  4.192e-02    848 9.045e-01  4.957e-02    333 8.285e-01  2.704e-02    939 5.944e-01  2.449e-02    589
