#Voyager-2 (52 day average)
#130.339 - 154.217 MeV/n Hydrogen flux derived from IPH
#154.217 - 171.338 MeV/n Hydrogen flux derived from IPH
#171.338 - 193.643 MeV/n Hydrogen flux derived from IPH
#193.643 - 208.152 MeV/n Hydrogen flux derived from IPH
#208.152 - 245.690 MeV/n Hydrogen flux derived from IPH
#245.690 - 272.300 MeV/n Hydrogen flux derived from IPH
#272.300 - 344.010 MeV/n Hydrogen flux derived from IPH
2018.389041 1.268e+01  4.380e-01    838 1.283e+01  5.203e-01    608 1.182e+01  4.376e-01    730 1.068e+01  5.158e-01    429 1.013e+01  3.123e-01   1053 7.535e+00  3.199e-01    555 8.550e+00  2.075e-01   1697
2018.531507 1.447e+01  4.880e-01    879 1.299e+01  5.462e-01    566 1.096e+01  4.395e-01    622 1.089e+01  5.432e-01    402 1.067e+01  3.343e-01   1019 8.789e+00  3.603e-01    595 8.501e+00  2.159e-01   1551
2018.673973 1.588e+01  5.677e-01    783 1.511e+01  6.538e-01    534 1.266e+01  5.244e-01    583 1.192e+01  6.308e-01    357 1.121e+01  3.804e-01    869 9.375e+00  4.131e-01    515 9.140e+00  2.485e-01   1353
2018.816438 1.778e+01  4.620e-01   1481 1.736e+01  5.392e-01   1037 1.679e+01  4.645e-01   1306 1.575e+01  5.578e-01    797 1.353e+01  3.214e-01   1771 1.134e+01  3.496e-01   1053 1.135e+01  2.130e-01   2838
2018.958904 1.993e+01  4.915e-01   1644 1.888e+01  5.650e-01   1117 1.756e+01  4.773e-01   1353 1.634e+01  5.709e-01    819 1.444e+01  3.337e-01   1873 1.296e+01  3.755e-01   1192 1.252e+01  2.248e-01   3101
2019.101370 2.119e+01  4.867e-01   1896 1.864e+01  5.391e-01   1196 1.803e+01  4.645e-01   1507 1.781e+01  5.723e-01    968 1.502e+01  3.268e-01   2112 1.300e+01  3.611e-01   1296 1.300e+01  2.199e-01   3492
2019.243836 2.019e+01  4.749e-01   1807 1.951e+01  5.513e-01   1252 1.711e+01  4.524e-01   1431 1.609e+01  5.439e-01    875 1.507e+01  3.272e-01   2120 1.429e+01  3.784e-01   1425 1.276e+01  2.179e-01   3431
2019.386301 2.094e+01  6.229e-01   1130 1.928e+01  7.059e-01    746 1.803e+01  5.981e-01    909 1.516e+01  6.799e-01    497 1.515e+01  4.225e-01   1285 1.382e+01  4.793e-01    831 1.302e+01  2.834e-01   2110
2019.528767 1.975e+01  4.637e-01   1814 1.977e+01  5.479e-01   1302 1.736e+01  4.498e-01   1489 1.744e+01  5.590e-01    973 1.542e+01  3.268e-01   2226 1.325e+01  3.598e-01   1356 1.335e+01  2.200e-01   3682
2019.671233 2.183e+01  5.103e-01   1829 1.964e+01  5.717e-01   1180 1.861e+01  4.876e-01   1457 1.561e+01  5.537e-01    795 1.489e+01  3.361e-01   1961 1.307e+01  3.742e-01   1221 1.327e+01  2.296e-01   3339
2019.813699 2.149e+01  5.383e-01   1593 1.947e+01  6.052e-01   1035 1.777e+01  5.066e-01   1231 1.574e+01  5.910e-01    709 1.485e+01  3.570e-01   1731 1.313e+01  3.987e-01   1085 1.310e+01  2.425e-01   2916
2019.956164 2.173e+01  5.234e-01   1724 1.823e+01  5.661e-01   1037 1.849e+01  4.995e-01   1370 1.496e+01  5.570e-01    721 1.503e+01  3.472e-01   1875 1.425e+01  4.015e-01   1260 1.261e+01  2.301e-01   3005
2020.098361 2.086e+01  3.318e-01   3952 1.891e+01  3.731e-01   2569 1.781e+01  3.172e-01   3152 1.572e+01  3.695e-01   1810 1.533e+01  2.268e-01   4565 1.353e+01  2.531e-01   2857 1.331e+01  1.530e-01   7575
2020.240437 2.166e+01  4.779e-01   2054 2.010e+01  5.437e-01   1367 1.760e+01  4.457e-01   1559 1.650e+01  5.351e-01    951 1.484e+01  3.155e-01   2213 1.324e+01  3.539e-01   1399 1.313e+01  2.147e-01   3740
2020.382514 2.093e+01  4.287e-01   2383 1.972e+01  4.914e-01   1610 1.836e+01  4.154e-01   1953 1.614e+01  4.830e-01   1117 1.551e+01  2.943e-01   2776 1.392e+01  3.312e-01   1767 1.313e+01  1.960e-01   4492
2020.524590 2.108e+01  4.788e-01   1939 1.902e+01  5.370e-01   1254 1.833e+01  4.619e-01   1575 1.686e+01  5.492e-01    942 1.506e+01  3.228e-01   2178 1.332e+01  3.605e-01   1365 1.339e+01  2.201e-01   3697
2020.666667 2.056e+01  4.546e-01   2046 1.904e+01  5.166e-01   1358 1.843e+01  4.453e-01   1713 1.547e+01  5.058e-01    935 1.519e+01  3.117e-01   2376 1.372e+01  3.518e-01   1521 1.322e+01  2.103e-01   3950
2020.808743 2.149e+01  5.398e-01   1585 1.919e+01  6.025e-01   1015 1.870e+01  5.210e-01   1288 1.645e+01  6.058e-01    737 1.480e+01  3.573e-01   1716 1.329e+01  4.021e-01   1092 1.251e+01  2.377e-01   2771
2020.950820 2.226e+01  5.506e-01   1635 1.973e+01  6.121e-01   1039 1.768e+01  5.077e-01   1213 1.613e+01  6.013e-01    720 1.560e+01  3.676e-01   1801 1.338e+01  4.043e-01   1095 1.352e+01  2.475e-01   2981
2021.093151 2.041e+01  4.838e-01   1780 1.847e+01  5.435e-01   1155 1.807e+01  4.709e-01   1472 1.728e+01  5.711e-01    916 1.522e+01  3.332e-01   2087 1.335e+01  3.707e-01   1298 1.324e+01  2.248e-01   3467
2021.235616 2.038e+01  4.356e-01   2188 1.960e+01  5.046e-01   1509 1.859e+01  4.306e-01   1865 1.678e+01  5.072e-01   1095 1.473e+01  2.954e-01   2486 1.275e+01  3.265e-01   1526 1.308e+01  2.014e-01   4217
2021.378082 2.172e+01  4.272e-01   2586 1.872e+01  4.683e-01   1598 1.792e+01  4.014e-01   1993 1.631e+01  4.749e-01   1180 1.502e+01  2.833e-01   2812 1.359e+01  3.201e-01   1803 1.319e+01  1.921e-01   4717
2021.520548 2.098e+01  4.327e-01   2351 1.935e+01  4.908e-01   1555 1.874e+01  4.231e-01   1961 1.661e+01  4.939e-01   1131 1.536e+01  2.953e-01   2705 1.353e+01  3.292e-01   1690 1.326e+01  1.985e-01   4461
2021.663014 2.093e+01  4.301e-01   2367 1.889e+01  4.826e-01   1532 1.835e+01  4.168e-01   1939 1.595e+01  4.817e-01   1096 1.477e+01  2.882e-01   2626 1.334e+01  3.253e-01   1681 1.307e+01  1.961e-01   4439
2021.805479 2.134e+01  4.456e-01   2294 1.980e+01  5.069e-01   1526 1.817e+01  4.254e-01   1824 1.752e+01  5.179e-01   1144 1.464e+01  2.944e-01   2474 1.320e+01  3.320e-01   1581 1.318e+01  2.021e-01   4253
2021.947945 2.187e+01  7.202e-01    922 1.892e+01  7.912e-01    572 1.777e+01  6.718e-01    700 1.565e+01  7.817e-01    401 1.519e+01  4.788e-01   1007 1.364e+01  5.389e-01    641 1.305e+01  3.210e-01   1652
